ISIN,Stage,Error
IE00BKX55S42,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BKYC3F77,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BL25JL35,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BL25JM42,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BL25JN58,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BL25JP72,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BLCHJ534,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BLLZQ805,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BLLZQS08,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BLNMYC90,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BLNN3691,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BLP53M98,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BLP58571,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BLRB0242,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BLRPQH31,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BLRPRF81,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BLSNMW37,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM67HK77,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM67HL84,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM67HM91,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM67HN09,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM67HP23,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM67HQ30,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM67HR47,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM67HS53,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM67HT60,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM67HV82,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM67HW99,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM8QRZ79,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BM9TSP27,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMDBMN04,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMDKNW35,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMFKG444,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMP3HG27,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMVB5L14,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMVB5M21,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMVB5N38,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMVB5P51,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMVB5R75,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMW3QX54,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMW42074,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMW42181,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMW42306,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMW42413,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMW42520,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMWXKN31,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMX0B524,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMX0B631,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMYDM794,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BMYDMB35,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BNC1G707,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BNG8L278,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BNH72088,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BP3QZB59,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BP3QZJ36,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BP46NG52,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BP8FKB21,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BP9F2J32,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BPRCH686,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BPVLQD13,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BQN1K786,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BQQP9H09,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BQT3WG13,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BQWJFQ70,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BQXKVQ19,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BRB36B93,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BRKWGL70,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BS7K8821,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BSJCQV56,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BSKRJZ44,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BSKRK281,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BSPLC298,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BSPLC306,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BSPLC413,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BSPLC520,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BTJRMP35,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BVGC6645,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BVXC4854,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BVZ6SP04,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWB8X525,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:BEST queries are not supported for this contract
IE00BWBXM278,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWBXM385,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWBXM492,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWBXM500,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWBXM617,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWBXM724,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWBXM831,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWBXM948,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWBXMB69,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWT6H894,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:No market data permissions for SWB2 STK
IE00BWTN6Y99,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWTNM966,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWY4ZF18,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BWZN1T31,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BX7RQY03,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BX7RR706,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BX7RRJ27,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BY7QL619,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYM31M36,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYMS5W68,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYPC1H27,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYPHT736,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYPLS672,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYSX4176,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYSX4283,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYSX4846,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYSZ5R67,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYSZ5T81,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYSZ5V04,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYSZ6062,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYTBXV33,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:BEST queries are not supported for this contract
IE00BYV12Y75,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYV1Y969,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYV1YH46,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYVJRP78,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYVJRR92,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYVQ9F29,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYVTMS52,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYVTMZ20,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYVZV757,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYWQWR46,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYWZ0333,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYWZ0440,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYX5K108,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYX8XC17,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYXG2H39,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYXPXK00,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYXPXL17,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYXVGX24,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYXVGY31,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYXVGZ48,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYXYX521,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYYHSM20,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYYHSQ67,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYYLVJ24,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYYR0489,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYYW2V44,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYYXBF44,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BYZTVV78,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ02LR44,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ036H21,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ036J45,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ048462,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ0G8860,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ0G8977,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ0G8B96,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ0G8C04,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ0PKV06,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ0XVF52,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ163G84,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ163K21,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ173T46,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ173V67,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ2GV965,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ4BTZ13,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZ6V7883,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IE00BZCQB185,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IL0010823123,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
IL0010823792,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IL0010826357,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Query failed
IL0010830961,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Query failed
IL0010849045,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IL0010958192,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IL0010958762,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IL0011284465,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IL0011319527,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IL0011336851,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IL0011410359,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IL0011754137,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Query failed
IM00B28ZPX83,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IM00B2R3RX72,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
IM00B5VQMV65,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IM00B6QH1J21,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IM00B7S9G985,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IM00BF0FMG91,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IM00BZBXMN96,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
INE0TSF01011,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
INE101A01026,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
INE156A01020,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
INE633B01018,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
INE689W01016,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
IT0000060886,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0000062072,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0000062957,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0000066123,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0000070786,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0000072170,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0000072618,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0000076502,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001006128,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001031084,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001033700,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001041000,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001042610,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001073045,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
IT0001157020,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001206769,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001207098,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001233417,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001237053,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001250932,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001268561,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001347308,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001384590,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001413837,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001447785,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001454435,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001463063,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001469383,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001469995,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0001487047,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003025019,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003027817,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003056386,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003057624,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003073266,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003097257,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003115950,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003121677,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003127930,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003128367,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003132476,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003153415,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003153621,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003173629,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003188064,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003203947,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003242622,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003261697,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003365613,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003404214,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003428445,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003492391,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003549422,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003621783,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003697080,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003796171,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003828271,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003850929,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003856405,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003865570,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003874101,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0003895668,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004053440,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004056880,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004093263,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004098510,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004125677,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004147952,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004171440,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004176001,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004195308,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004240443,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004329733,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004412497,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004585243,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004604762,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004674666,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004712375,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004720733,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004729759,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004764699,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004776628,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004810054,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004931058,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004931496,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004965148,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
IT0004998065,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
