ISIN,Stage,Error
US73931J1097,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74017N1054,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Query failed
US7403674044,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7404441047,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7415111092,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74158E1047,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74164F1030,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74164M1080,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74167B1098,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74251V1026,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74267C1062,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US7427181091,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74275G1076,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74275K1088,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74319R1014,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7433121008,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7433151039,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74340W1036,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74347M1080,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74348T1025,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7436061052,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74365U1079,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7437131094,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74386T1051,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7443201022,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7445731067,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74460D1090,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74584P3010,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7458671010,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74587B1017,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74624M1027,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74727A1043,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7473011093,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7473161070,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74736L1098,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7475251036,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74758T3032,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7476191041,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74768A1043,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7477981069,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74834L1008,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74836W2035,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74874Q1004,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74915M3088,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US74930B1052,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7495521053,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7496071074,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7496601060,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74967R1068,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US74967X1037,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7496851038,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7502361014,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75025X1000,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7504911022,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7509171069,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7512121010,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75281A1097,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75282U1043,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7534221046,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75508B1044,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75513E1010,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75524B1044,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75524W1080,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7554081015,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7561091049,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75644T1007,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75686R2022,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75689M1018,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75700L1089,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75704L1044,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75737F1084,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US7580754023,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7587501039,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75886F1075,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75901B1070,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75902K1060,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US75915K3095,ContractDetails,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US7591EP1005,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7593516047,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7594191048,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US7595091023,HeadTimestamp,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
