Variant,MomentumDays,SellThreshold,BuyThreshold,TransactionCost,Crash,PeakDate,TroughDate,ReturnToTrough,StocksAtTrough,CashAtTrough,EligibleAtTrough,ReturnPeakToPlus3M,StocksPlus3M,CashPlus3M,ReturnPeakToPlus6M,StocksPlus6M,CashPlus6M,ReturnPeakToPlus12M,StocksPlus12M,CashPlus12M
mom20_sell17_5_buy3_0,20,-0.175,0.03,0.001,Bear2022,2022-01-03,2022-10-12,-0.1527427416345989,100,0.0,173,-0.1675092121447277,100,0.0,-0.20571631012033287,100,0.0,-0.18422132785028578,100,0.0
mom25_sell12_5_buy1_0,25,-0.125,0.01,0.001,Corona2020,2020-02-19,2020-03-23,-0.29171307886578346,82,0.15529427790458836,50,-0.08240335885457506,100,0.0,0.05197991574658278,100,0.0,0.586331152986479,100,0.0
mom25_sell12_5_buy1_0,25,-0.125,0.01,0.001,Bear2022,2022-01-03,2022-10-12,-0.1905137502665396,100,0.0,405,-0.15035753352787662,100,0.0,-0.16689162158249338,100,0.0,0.004147045551512019,100,0.0
mom25_sell12_5_buy2_0,25,-0.125,0.02,0.001,Corona2020,2020-02-19,2020-03-23,-0.29178575530821926,79,0.18406952416395492,46,-0.06752273516515195,100,0.0,0.07436425293943771,100,0.0,0.6761754029058014,100,0.0
mom25_sell12_5_buy2_0,25,-0.125,0.02,0.001,Bear2022,2022-01-03,2022-10-12,-0.16304806028772068,100,0.0,340,-0.09906352766374893,100,0.0,-0.1903320413059152,100,0.0,-0.12874911613172246,100,0.0
mom25_sell12_5_buy3_0,25,-0.125,0.03,0.001,Corona2020,2020-02-19,2020-03-23,-0.2882513447879519,73,0.2485302307085273,44,-0.11308904438042522,100,0.0,-0.004984777771156024,100,0.0,0.4376225882616456,100,0.0
mom25_sell12_5_buy3_0,25,-0.125,0.03,0.001,Bear2022,2022-01-03,2022-10-12,-0.15291872364579462,100,0.0,286,-0.1081615186625009,100,0.0,-0.2619343472152881,100,0.0,-0.16897541761575985,100,0.0
mom25_sell15_0_buy1_0,25,-0.15,0.01,0.001,Corona2020,2020-02-19,2020-03-23,-0.2872501090797184,86,0.10114843909329123,50,-0.07108485155248745,100,0.0,-0.027280598862483907,100,0.0,0.3487697395238616,100,0.0
mom25_sell15_0_buy1_0,25,-0.15,0.01,0.001,Bear2022,2022-01-03,2022-10-12,-0.17603853946283765,100,0.0,405,-0.13803964180569073,100,0.0,-0.20338921055594306,100,0.0,-0.2477966940398415,100,0.0
mom25_sell15_0_buy2_0,25,-0.15,0.02,0.001,Corona2020,2020-02-19,2020-03-23,-0.2883162953588305,82,0.13971517176968795,46,-0.07974769820102534,100,0.0,-0.008359063408306722,100,0.0,0.33138510412385913,100,0.0
mom25_sell15_0_buy2_0,25,-0.15,0.02,0.001,Bear2022,2022-01-03,2022-10-12,-0.20305526955981268,100,0.0,340,-0.15285549743054627,100,0.0,-0.1823582292611815,100,0.0,-0.20794989229440108,100,0.0
mom25_sell15_0_buy3_0,25,-0.15,0.03,0.001,Corona2020,2020-02-19,2020-03-23,-0.2822360645918278,77,0.19409331592193005,44,-0.10728946180751742,100,0.0,-0.046686299846930956,100,0.0,0.294962556041658,100,0.0
mom25_sell15_0_buy3_0,25,-0.15,0.03,0.001,Bear2022,2022-01-03,2022-10-12,-0.2210205611086098,100,0.0,286,-0.19457109440431108,100,0.0,-0.23627435119481466,100,0.0,-0.21769495192922772,100,0.0
mom25_sell17_5_buy1_0,25,-0.175,0.01,0.001,Corona2020,2020-02-19,2020-03-23,-0.303256547751811,90,0.10722341918543044,50,-0.09082546822212312,100,0.0,0.029672738889518158,100,0.0,0.3467388542972012,100,0.0
mom25_sell17_5_buy1_0,25,-0.175,0.01,0.001,Bear2022,2022-01-03,2022-10-12,-0.001290415633266595,100,0.0,405,-0.00538362189406294,100,0.0,-0.0925516674439022,100,0.0,-0.14620429529235535,100,0.0
mom25_sell17_5_buy2_0,25,-0.175,0.02,0.001,Corona2020,2020-02-19,2020-03-23,-0.30053511075538575,85,0.14694096769918435,46,-0.07927224986824877,100,0.0,0.028591637530861913,100,0.0,0.36763735802214703,100,0.0
mom25_sell17_5_buy2_0,25,-0.175,0.02,0.001,Bear2022,2022-01-03,2022-10-12,-0.2383790812126121,100,0.0,340,-0.17682205769684634,100,0.0,-0.21424803390505753,100,0.0,-0.22327691160707064,100,0.0
mom25_sell17_5_buy3_0,25,-0.175,0.03,0.001,Corona2020,2020-02-19,2020-03-23,-0.29668294058662736,80,0.1939787655050094,44,-0.06360004236634909,100,0.0,0.040683853354060995,100,0.0,0.45154223991823117,100,0.0
mom25_sell17_5_buy3_0,25,-0.175,0.03,0.001,Bear2022,2022-01-03,2022-10-12,0.19920678242034429,100,0.0,286,0.10832028560160545,100,0.0,0.022577115377320434,100,0.0,0.08987158174966159,100,0.0
