timestamp,symbol,phase,elapsed_ms,elapsed_s,success,message
2026-08-17T12:12:42.996,MSPA.XFRA,snapshot-SMART,813,0.813,true,IBKR-Snapshot fuer IAM wurde empfangen.
2026-08-17T12:12:43.802,MT0.XFRA,historical-SMART,311,0.311,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:44.249,MT0.XFRA,snapshot-SMART,438,0.438,true,IBKR-Snapshot fuer DEME wurde empfangen.
2026-08-17T12:12:45.129,MTA.XFRA,historical-SMART,281,0.281,false,IBKR-Fehler 2188: Up-to-the-second historical data requires additional subscription for the API.
2026-08-17T12:12:45.857,MTA.XFRA,snapshot-SMART,718,0.718,true,IBKR-Snapshot fuer MTA wurde empfangen.
2026-08-17T12:12:46.791,MUH0.XFRA,historical-FWB,327,0.327,false,IBKR-Fehler 162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: MUH0@FWB Trades
2026-08-17T12:12:47.495,MUH0.XFRA,snapshot-FWB,704,0.704,true,IBKR-Snapshot fuer MUH0 wurde empfangen.
2026-08-17T12:12:48.458,MUY.XFRA,historical-FWB2,342,0.342,true,IBKR-Quotes fuer MUY wurden empfangen.
2026-08-17T12:12:54.296,MV6.XFRA,historical-FWB,5389,5.389,false,IBKR-Fehler 162: Service für historische Marktdaten - Fehlermeldung:Die HMDS-Anfrage ergab keine Daten: MV6@FWB Trades
2026-08-17T12:12:55.077,MV6.XFRA,snapshot-FWB,782,0.782,true,IBKR-Snapshot fuer MV6 wurde empfangen.
