Symbol,ISIN,Name,marketplace_sym,marketplace_exchange,marketplace_turnover,marketplace_last_error
FOAA.XFRA,US3444374058,"FONAR CORP. NEW DL-,0001",FOAA.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (FONAR Corporation)
FOBK.XFRA,CA4988241010,KNEAT.COM INC.,KSI.XTSE/XTSE,XTSE,9960185.4600,Marketstack-Validierung: Symbol/MIC nicht gefunden
FOV.XFRA,HK0420001817,Fountain Set (Holdings) Limited,0420.XHKG/XHKG,XHKG,1711200.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
FT1.XFRA,FI4000153309,FARON PHARMACEUTICALS OY,FT1.XFRA/XFRA,XFRA,52320.0000,"Marketstack-Validierung: Name passt nicht (FARO Technologies, Inc.)"
FU3.XFRA,US33741H1077,"FIRST UTD CORP. DL-,01",FU3.XFRA/XFRA,XFRA,12276.0000,Marketstack-Validierung: Name passt nicht (First United Corporation)
FVI.XFRA,DE000A0MW975,Fair Value REIT-AG,FVI.XFRA/XFRA,XFRA,7946.0000,Marketstack-Validierung: Name passt nicht ()
FVQ1.XFRA,GB00BKTCLJ25,"PRIMORUS INV.PLC LS-,002",PRIM.XLON/XLON,XLON,4076621.2000,Marketstack-Validierung: Symbol/MIC nicht gefunden
G0Z.XFRA,PLNCTLC00018,NOCTILUCA S.A. ZY -15,NCL.XWAR/XWAR,XWAR,2238777.8000,Marketstack-Validierung: Symbol/MIC nicht gefunden
G4A.XFRA,GB00BW9PJQ87,"GEAR4MUSIC (HLDGS) LS-,10",G4M.XLON/XLON,XLON,34626342.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
G7N.XFRA,GB00B0HCWM45,GOLDPLAT PLC DL -01,GDP.XLON/XLON,XLON,3279121.1500,Marketstack-Validierung: Symbol/MIC nicht gefunden
GACA.XFRA,TEGAC1505023,GACA,GACA.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Goldman Sachs ActiveBeta Paris-Aligned Sustainable)
GB6B.XFRA,US3976242061,GREIF INC. CL.B,GB6B.XFRA/XFRA,XFRA,0.0000,"Marketstack-Validierung: Name passt nicht (Greif, Inc.)"
GB9.XFRA,FI4000512488,LAMOR CORPORATION OYJ EO1,LAMOR.XHEL/XHEL,XHEL,120251.0200,Marketstack-Validierung: Symbol/MIC nicht gefunden
GBL.XFRA,AU000000SRN2,SUREFIRE RES,GBL.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
GEKA.XFRA,MX01LA010006,"Genomma Lab Internacional, S.A.B. de C.V",LABB.XMEX/XMEX,XMEX,519301940.7200,Marketstack-Validierung: Symbol/MIC nicht gefunden
GJ60.XFRA,NO0011016040,KOMPLETT ASA NK -40,KOMPL.XOSL/XOSL,XOSL,11060984.8100,Marketstack-Validierung: Symbol/MIC nicht gefunden
GJB.XFRA,US8581552036,Steelcase Inc,SCS/XNYS,XNYS,229385057.1800,Marketstack-Validierung: Symbol/MIC nicht gefunden
GLH.XFRA,HK0533002009,Goldlion Holdings Limited,533.XHKG/XHKG,XHKG,1277607.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
GO91.XFRA,SE0005562014,GUIDELINE GEO AB SK 1,GGEO.XSTO/XSTO,XSTO,213106.2500,Marketstack-Validierung: Symbol/MIC nicht gefunden
GOC.XFRA,CA85511Y1088,Star Diamond Corporation,DIAM.XTSE/XTSE,XTSE,25531.8850,Marketstack-Validierung: Symbol/MIC nicht gefunden
GPL.XFRA,GB0002259116,GOOCH + HOUSEGO LS-20,GHH.XLON/XLON,XLON,204049832.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
GS6.XFRA,US3909051076,"GREAT STHN BANCORP DL-,01",GWB/XNYS,XNYS,394372973.9800,Marketstack-Validierung: Symbol/MIC nicht gefunden
GU9.XFRA,US4016171054,"Guess', Inc",GU9.XFRA/XFRA,XFRA,16165.6000,"Marketstack-Validierung: Name passt nicht (Guess?, Inc.)"
GUE.XFRA,HK0000065869,Guotai Junan International Holdings Limited,1788.XHKG/XHKG,XHKG,41346210.8600,Marketstack-Validierung: Symbol/MIC nicht gefunden
GUU.XFRA,CA36260M1005,GURU ORGANIC ENERGY CORP.,GURU.XTSE/XTSE,XTSE,243326.7700,Marketstack-Validierung: Symbol/MIC nicht gefunden
GUZA.XFRA,HK0000745908,YUEXIU PPTY CO.LTD.,GUZA.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Yuexiu Property Company Limited)
GV2A.XFRA,GB00B8GRBX01,CloudCoCo Group plc,CLCO.XLON/XLON,XLON,3177756.7750,Marketstack-Validierung: Symbol/MIC nicht gefunden
H05.XFRA,SE0009242324,BYGGPARTNER GRUPPEN,BYGGP.XSTO/XSTO,XSTO,1336540.8600,Marketstack-Validierung: Symbol/MIC nicht gefunden
H45.XFRA,SE0017565476,SWEDISH LOGISTIC PROP. B,SWMA.XSTO/XSTO,XSTO,1769232851.2000,Marketstack-Validierung: Symbol/MIC nicht gefunden
H57.XFRA,FI4000517602,ASUNTOSALKKU A EO 1,ASUNTO.XHEL/XHEL,XHEL,123016.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
H6H.XFRA,SE0018014060,ATHANASE INNOVATION AB,ATIN.XSTO/XSTO,XSTO,153581.2000,Marketstack-Validierung: Symbol/MIC nicht gefunden
H6P.XFRA,SE0028799429,ELLOS HOLDING AB,H6P.XFRA/XFRA,XFRA,150400.0000,"Marketstack-Validierung: Name passt nicht (H&amp;E Equipment Services, Inc.)"
H6W.XFRA,GB00B0MTC970,HARGREAVES SERVICES - Frankfurt Stock Exchang,HL.XLON/XLON,XLON,7434417220.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
H8A.XFRA,CA40531F1009,HAIVISION SYS INC.,HAI.XTSE/XTSE,XTSE,1077612.5800,Marketstack-Validierung: Symbol/MIC nicht gefunden
HCE.XFRA,DK0061412855,HUSCOMPAGNIET A/S DK 5,HUSCO.XCSE/XCSE,XCSE,5447872.7000,Marketstack-Validierung: Symbol/MIC nicht gefunden
HG3.XFRA,GB00BVFD4645,PROSERVICE BS MARKETPLACE,HG3.XFRA/XFRA,XFRA,75.0000,Marketstack-Validierung: Name passt nicht (HSS Hire Group plc)
HH20.XFRA,US68235B2088,"180 DEGREE CAP. DL-,01",TURN/XNAS,XNAS,3024202.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
HL9D.XFRA,SE0011090000,HOLMEN AB A SK 25,HOLM-B.XSTO/XSTO,XSTO,709289517.4000,Marketstack-Validierung: Symbol/MIC nicht gefunden
HLU.XFRA,HK0010000088,HANG LUNG GR,0101.XHKG/XHKG,XHKG,436837119.4000,Marketstack-Validierung: Symbol/MIC nicht gefunden
HOM.XFRA,SG1F76860344,"HONG LEONG ASIA SD-,20",S41.XSES/XSES,XSES,1616223.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
HRO.XFRA,JP3799000009,HIROSE EL.,HRO.XFRA/XFRA,XFRA,0.0000,"Marketstack-Validierung: Name passt nicht (Hirose Electric Co.,Ltd.)"
HUV.XFRA,HK0450001869,HUNG HING PRINT.,0450.XHKG/XHKG,XHKG,337620.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
HVP0.XFRA,BMG4600H1198,HOPSON DEV. (PB/L) HD-10,HVP0.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Hopson Development Holdings Limited)
HYN.XFRA,HK0014000126,HYSAN DEV. CO.LTD,0014.XHKG/XHKG,XHKG,118475144.1400,Marketstack-Validierung: Symbol/MIC nicht gefunden
I5J.XFRA,ZAE000029773,"INVICTA HLDGS RC-,05",IVT.XJSE/XJSE,XJSE,436524504.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
I6I.XFRA,JP3152820001,INTERNET INITIATIVE JAPAN,IGLDD/OTCM,OTCM,21570.8300,Marketstack-Validierung: Symbol/MIC nicht gefunden
I74.XFRA,FI4000369608,AALLON GROUP OYJ,AALLON.XHEL/XHEL,XHEL,228114.5500,Marketstack-Validierung: Symbol/MIC nicht gefunden
I9SA.XFRA,GB00BYW2KH80,Verona Pharma plc,VRP.XLON/XLON,XLON,104996210.0100,Marketstack-Validierung: Symbol/MIC nicht gefunden
IBE5.XFRA,IE000NXQKHU1,ISHRS D25 EUR CORP UCITS ETF,IBE5.XFRA/XFRA,XFRA,7869.5000,"Marketstack-Validierung: Name passt nicht (Iberdrola, S.A.)"
ICP.XFRA,DE000A1R1C81,AERONICS NEURA SYSTEM AG,ICP.XFRA/XFRA,XFRA,467.3080,Marketstack-Validierung: Name passt nicht (Panamax New Energy AG)
IMO1.XFRA,TENIIA220231,IMMOFINANZ AG INH.,IMO1.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (CPI Europe AG)
IPEN.XFRA,SG1BB8000004,IPC CORP. -LOC.-,IPEN.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (IPC Corporation Ltd)
JA4.XFRA,US47074L1052,JAMF HOLDING CORP.DL-001,JAMF/XNAS,XNAS,288542055.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
JASN.XFRA,TH0418G10Z11,Jasmine International Public Company Limited,JTS-R.XBKK/XBKK,XBKK,316425022170.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
JF6.XFRA,ZAE000079711,"JSE LTD RC-,10",JF6.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht ()
JNP.XFRA,US48203R1041,"JUNIPER NETWORKS DL-,01",JNPR/XNYS,XNYS,2181020962.1300,Marketstack-Validierung: Symbol/MIC nicht gefunden
JSE.XFRA,JP3714400003,JAPAN SEC. FIN.,JSE.XFRA/XFRA,XFRA,0.0000,"Marketstack-Validierung: Name passt nicht (Japan Securities Finance Co., Ltd.)"
JX0.XFRA,NO0012706763,BIEN SPAREB.AS NK 34375,BIEN.XOSL/XOSL,XOSL,6635235.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
K0B0.XFRA,SE0019070749,RIGHTBRIDGE VENTURES GRP,RIGHTB.XSTO/XSTO,XSTO,1065658.3310,Marketstack-Validierung: Symbol/MIC nicht gefunden
K25.XFRA,SGXE65760014,OLAM GROUP LTD,O32.XSES/XSES,XSES,116285287.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
K41.XFRA,DK0061675006,SCANDINAVIAN MEDICAL SOLUTIO,STG.XCSE/XCSE,XCSE,58706251.8000,Marketstack-Validierung: Symbol/MIC nicht gefunden
K4L.XFRA,CA6414921032,NEVADA SUNRISE METALS,SSMLF/OTCM,OTCM,3119328.1193,Marketstack-Validierung: Symbol/MIC nicht gefunden
K5X.XFRA,NO0012483207,SPAREBANKEN MORE-CAP CERT,SVEG.XOSL/XOSL,XOSL,49111359.8000,Marketstack-Validierung: Symbol/MIC nicht gefunden
K85.XFRA,GB00BP38X172,GS CHAIN PLC -000167,GSC.XLON/XLON,XLON,21502537.2500,Marketstack-Validierung: Symbol/MIC nicht gefunden
K9R.XFRA,JP3281630TEN,KENEDIX OFFICE INV. CORP.,K9R.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht ()
KEBA.XFRA,SG1CE4000000,Kencana Agri Limited,BNE.XSES/XSES,XSES,34835.2000,Marketstack-Validierung: Symbol/MIC nicht gefunden
KEC.XFRA,HK0184000948,Keck Seng Investments (Hong Kong) Limited,0184.XHKG/XHKG,XHKG,1056580.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
KG5.XFRA,KYG521321003,KAISA GROUP HLDGS,KG5.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Kaisa Group Holdings Ltd.)
KO2.XFRA,SUBKOR201102,Korian,KO2.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Clariane SE)
KOW.XFRA,SE0000421273,KNOW IT AB,KOW.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Knowit AB)
KOX.XFRA,HK0034000254,Kowloon Development Company Limited,34.XHKG/XHKG,XHKG,20843324.0300,Marketstack-Validierung: Symbol/MIC nicht gefunden
KSD.XFRA,JP3277150003,K S HOLDINGS CORP.,KSD.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (K's Holdings Corporation)
L2G.XFRA,GB00BMG8BL95,RC365 HOLDING PLC LS-01,RCGH.XLON/XLON,XLON,572810543.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
L3R.XFRA,GB00BMC2XX17,LENDINVEST PLC,LINV.XLON/XLON,XLON,27824063.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
L7D.XFRA,CA4528921022,Imperial Metals Corporation,IMO.XTSE/XTSE,XTSE,1017308080.0300,Marketstack-Validierung: Symbol/MIC nicht gefunden
L91.XFRA,ZAE000282356,NINETY ONE LTD RC-0002,N91.XJSE/XJSE,XJSE,16043050461.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
LB3A.XFRA,US74915M3088,"Qurate Retail, Inc",LB3A.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (QVC Group Inc.)
LEH.XFRA,DE000A2DA406,LAMPETIA AG,LEH.XFRA/XFRA,XFRA,11732.2700,Marketstack-Validierung: Name passt nicht (Lehner Investments AG)
LF2.XFRA,US69478X1054,PACIFIC PRE. DL-01,PPBI/XNAS,XNAS,699367997.6000,Marketstack-Validierung: Symbol/MIC nicht gefunden
LGNA.XFRA,CA5359194019,Lions Gate Entertainment Corp,LSGEF/PINC,PINC,211743.3839,Marketstack-Validierung: Symbol/MIC nicht gefunden
LGNB.XFRA,CA5359195008,Lions Gate Entertainment Corp,LSGEF/PINC,PINC,211743.3839,Marketstack-Validierung: Symbol/MIC nicht gefunden
LL0.XFRA,DK0061675279,HOVE A/S DK -10,HOVE.XCSE/XCSE,XCSE,4065310.5400,Marketstack-Validierung: Symbol/MIC nicht gefunden
LMQ.XFRA,GB00BD5H8572,OXFORD BIODYNAMICS LS-01,OBD.XLON/XLON,XLON,914181780.6000,Marketstack-Validierung: Symbol/MIC nicht gefunden
LMU1.XFRA,GB00BZ76F335,BUCCANEER ENERGY PLC,LMU1.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Nostra Terra Oil and Gas Company plc)
LO7.XFRA,AU000000LOV7,LOVISA HLDGS DEF.,LO7.XFRA/XFRA,XFRA,327.5000,Marketstack-Validierung: Name passt nicht (Lovisa Holdings Limited)
LQG.XFRA,GB0001771426,"ACCESSO TECHNOL.GP LS-,01",ACSO.XLON/XLON,XLON,358949754.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
LTG.XFRA,GB00B4T7HX10,Learning Technologies Group plc,LTG.XLON/XLON,XLON,755620926.3000,Marketstack-Validierung: Symbol/MIC nicht gefunden
LWA.XFRA,GB0032036807,"ECO ANIMAL HLTH GR.LS-,05",EAH.XLON/XLON,XLON,39941571.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
LWL.XFRA,GB0002998192,IDOX plc,IDOX.XLON/XLON,XLON,120750843.7000,Marketstack-Validierung: Symbol/MIC nicht gefunden
LWW.XFRA,GB0033881904,"FIINU LS -,10",BANK.XLON/XLON,XLON,1138115.1000,Marketstack-Validierung: Symbol/MIC nicht gefunden
LYD.XFRA,GB0003287249,"INTERCEDE GRP. PLC LS-,25",IGP.XLON/XLON,XLON,7613276.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
LYF.XFRA,GB0031509804,EKF DIAGNOSTICS HOLDINGS PLC,EKF.XLON/XLON,XLON,109927160.7000,Marketstack-Validierung: Symbol/MIC nicht gefunden
LYK1.XFRA,GB00BGCYZL73,PARKMEAD GROUP LS-015,PMG.XLON/XLON,XLON,16319676.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
LYU.XFRA,GB0004281639,iomart Group plc,IOM.XLON/XLON,XLON,56276071.2000,Marketstack-Validierung: Symbol/MIC nicht gefunden
M16.XFRA,SE0003086214,METACON AB B,META.XSTO/XSTO,XSTO,5884967.1930,Marketstack-Validierung: Symbol/MIC nicht gefunden
M3W.XFRA,SE0016829501,OPTER AB,OPTER.XSTO/XSTO,XSTO,654747.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
M4HA.XFRA,ZAE000090692,METAIR INVTS LTD O.N.,M4HA.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Metair Investments Limited)
M5Z.XFRA,DE000A0JQ5U3,MANZ AG,M5Z.XETRA/XETRA,XETRA,4115457.2200,Marketstack-Validierung: Symbol/MIC nicht gefunden
M6P.XFRA,FR0011742329,McPhy Energy S.A,MCPHY.XPAR/XPAR,XPAR,1379484.4550,Marketstack-Validierung: Symbol/MIC nicht gefunden
M7O.XFRA,IL0010958762,"MTI WIRELESS EDGE IS -,01",M7O.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht ()
MH5B.XFRA,GB00BJV2F804,APTITUDE SOFTWARE GROUP PLC,APTD.XLON/XLON,XLON,25907135.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
MNA1.XFRA,HK0000091790,YUNFENG FINANCIAL GRP LTD,376.XHKG/XHKG,XHKG,152040.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
MOC.XFRA,GB00BKX8NT01,R8 CAPITAL INVESTMENTS PLC,MOC.XFRA/XFRA,XFRA,0.0000,"Marketstack-Validierung: Name passt nicht (MODE GLOBAL HLDGS LS-,01)"
MPI0.XFRA,GRS001003052,CREDIABANK SA,MPI0.XFRA/XFRA,XFRA,32951.2520,Marketstack-Validierung: Name passt nicht (Banca Monte dei Paschi di Siena S.p.A.)
MTJ3.XFRA,IT0005432668,Intek Group S.p.A,IKG.XMIL/XMIL,XMIL,10766172.3285,Marketstack-Validierung: Symbol/MIC nicht gefunden
MUY.XFRA,GB0006094303,MULBERRY GROUP - Frankfurt Stock Exchang,MUL.XLON/XLON,XLON,1382955.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
MWDA.XFRA,GB00B5NR1S72,"RESTORE PLC LS -,05",RST.XLON/XLON,XLON,561591288.5000,Marketstack-Validierung: Symbol/MIC nicht gefunden
N0GA.XFRA,PLNEWAG00012,Newag S.A,NWG.XWAR/XWAR,XWAR,13417561.8000,Marketstack-Validierung: Symbol/MIC nicht gefunden
N1A.XFRA,NO0010205966,NAVAMEDIC ASA NK 1,NAVA.XOSL/XOSL,XOSL,25549765.3000,Marketstack-Validierung: Symbol/MIC nicht gefunden
N1N.XFRA,FR0011675362,Neoen S.A,NEOEN.XPAR/XPAR,XPAR,36332244.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
N2L.XFRA,KYG642571015,Neo-Neon Holdings Limited,N2L.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht ()
N3EN.XFRA,CA6653783036,NORTHERN LION GOLD,NDM.XTSE/XTSE,XTSE,19260087.4900,Marketstack-Validierung: Symbol/MIC nicht gefunden
N4T.XFRA,CA73108L1013,POLARIS RENEWABLE ENERGY,PIF.XTSE/XTSE,XTSE,6739205.8900,Marketstack-Validierung: Symbol/MIC nicht gefunden
NC91.XFRA,SE0005851706,IAR SYSTEMS GROUP AB SK10,IAR-B.XSTO/XSTO,XSTO,3110950.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
NEW.XFRA,GB0000060532,Netcall PLC,NET.XLON/XLON,XLON,91041005.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
NF1.XFRA,DK0060907293,Nilfisk Holding A/S,NLFSK.XCSE/XCSE,XCSE,14449775.6000,Marketstack-Validierung: Symbol/MIC nicht gefunden
NNZA.XFRA,ZAE000322095,NAMPAK LTD RC-05,NNZA.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Nampak Limited)
NOBC.XFRA,SE0012040459,STRAX AB SK -03125,STRAX.XSTO/XSTO,XSTO,214500.2530,Marketstack-Validierung: Symbol/MIC nicht gefunden
NOGN.XFRA,VGG3036T1012,EMPIRE METALS LTD.,NOGN.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht ()
NP8.XFRA,SE0017767031,VASTRA HAMNEN CORPORATE FINA,VH.XSTO/XSTO,XSTO,20340.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
NPA.XFRA,PLPRIPK00018,PRI EKOPARK SA ZY -10,NPA.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Ekopark S.A.)
NR1A.XFRA,US6373722023,NRC HEALTH,NR1A.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (National Research Corporation)
NRD.XFRA,US6556641008,NORDSTROM INC.,JWN/XNYS,XNYS,3028729518.3900,Marketstack-Validierung: Symbol/MIC nicht gefunden
NRV.XFRA,GB0006389398,"NICHOLS PLC LS-,10",NICL.XLON/XLON,XLON,168638438.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
NS6.XFRA,NO0003094104,BELSHIPS ASA NK 2,BELCO.XOSL/XOSL,XOSL,63845950.2200,Marketstack-Validierung: Symbol/MIC nicht gefunden
NUR.XFRA,IL0010826357,ELLOMAY CAPITAL LTD.,ELLO.XTAE/XTAE,XTAE,3374253136.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
NWS.XFRA,BMG668971101,CTF SERVICES LTD,NWS.XFRA/XFRA,XFRA,309922970.5100,Marketstack-Validierung: Name passt nicht (NWS HLDGS HD 1)
NXR.XFRA,DE000A1K03W5,NEXR TECHN.SE INH O.N.,99SC.XETRA/XETRA,XETRA,457253.9700,Marketstack-Validierung: Symbol/MIC nicht gefunden
O1U1.XFRA,SG1CI0000005,PENGUIN INTL LTD.,BTM.XSES/XSES,XSES,122757.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
O23.XFRA,US98888T1079,ZIMVIE INC. DL -01,ZIMVV/XNAS,XNAS,122849330.7100,Marketstack-Validierung: Symbol/MIC nicht gefunden
O3B.XFRA,SG1T74931364,Yoma Strategic Holdings Ltd,Z59.XSES/XSES,XSES,920332.1000,Marketstack-Validierung: Symbol/MIC nicht gefunden
OB3.XFRA,GB00BP0RTP38,OPTIBIOTIX HLTH PLC LS-02,OPTI.XLON/XLON,XLON,30481372.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
OCW.XFRA,TEEUR2404094,Euronav NV,OCW.XFRA/XFRA,XFRA,2919.7000,Marketstack-Validierung: Name passt nicht (Cmb.Tech NV)
OQ2.XFRA,SE0017833171,ACUVI AB,ACUVI.XSTO/XSTO,XSTO,4927080.5700,Marketstack-Validierung: Symbol/MIC nicht gefunden
OSA.XFRA,IT0005424830,OSAI AUTOMATION SYSTEM SPA,OSA.XMIL/XMIL,XMIL,724241.9700,Marketstack-Validierung: Symbol/MIC nicht gefunden
OVZ1.XFRA,HK0000769783,ZENSUN ENTERPRISES LTD.,185.XHKG/XHKG,XHKG,497642.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
OWY.XFRA,US0736851090,"Beacon Roofing Supply, Inc",BECN/XNAS,XNAS,2934359826.7800,Marketstack-Validierung: Symbol/MIC nicht gefunden
OX0.XFRA,SE0016799068,BEAMMWAVE AB B,BEAMMW-B.XSTO/XSTO,XSTO,391487.7800,Marketstack-Validierung: Symbol/MIC nicht gefunden
P1F.XFRA,DK0010268366,Columbus A/S,COLUM.XCSE/XCSE,XCSE,1257838.8600,Marketstack-Validierung: Symbol/MIC nicht gefunden
P3G.XFRA,SG1Q52922370,Suntec Real Estate Investment Trust,P3G.XFRA/XFRA,XFRA,39191.1850,Marketstack-Validierung: Name passt nicht ()
P4JC.XFRA,GB00BJFDXW97,ADM ENERGY PLC LS-01,MXO.XLON/XLON,XLON,21012614.9250,Marketstack-Validierung: Symbol/MIC nicht gefunden
PF6.XFRA,CA70137W1086,PARKLAND FUEL CORP.,PKI.XTSE/XTSE,XTSE,669438445.7700,Marketstack-Validierung: Symbol/MIC nicht gefunden
PH6.XFRA,DE000A1X3WF3,PHILION SE O.N.,PH6.XETRA/XETRA,XETRA,27378.2500,Marketstack-Validierung: Symbol/MIC nicht gefunden
PIK.XFRA,ZAE000005443,Pick n Pay Stores Limited,PIK.XJSE/XJSE,XJSE,82514137967.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
PKB.XFRA,DE0006902000,Park & Bellheimer AG,PKB.XSTU/XSTU,XSTU,11064.4000,Marketstack-Validierung: Symbol/MIC nicht gefunden
PLEK.XFRA,DE000A161Z44,PLENUM AG NA O.N.,PLEK.XFRA/XFRA,XFRA,132.0000,Marketstack-Validierung: Name passt nicht (plenum AG)
PLV1.XFRA,MXP369181377,EL PUERTO LIVER.N.-VTG.C1,LIVEPOLC-1.XMEX/XMEX,XMEX,82053201.3900,Marketstack-Validierung: Symbol/MIC nicht gefunden
PNS.XFRA,FI0009005078,"PONSSE EO-,25",PON1V.XHEL/XHEL,XHEL,514848.2000,Marketstack-Validierung: Symbol/MIC nicht gefunden
PTB.XFRA,US73754Y1001,POTBELLY - Frankfurt Stock Exchang,PBPB/XNAS,XNAS,61695021.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
PXO.XFRA,SE0000567539,"PION GROUP AB B SK-,20",PION-B.XSTO/XSTO,XSTO,560811.8500,Marketstack-Validierung: Symbol/MIC nicht gefunden
PYPB.XFRA,GB00BFXR4C20,IXICO PLC LS -01,IXI.XLON/XLON,XLON,3915844.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
Q3I.XFRA,SE0007464862,ADDVISE GROUP AB B,ADDV-B.XSTO/XSTO,XSTO,25116028.7500,Marketstack-Validierung: Symbol/MIC nicht gefunden
Q59.XFRA,SE0016833149,ADTRACTION GROUP AB,ADTR.XSTO/XSTO,XSTO,876856.1000,Marketstack-Validierung: Symbol/MIC nicht gefunden
QPE.XFRA,SG1Y45946619,PEC Ltd,IX2.XSES/XSES,XSES,337560.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
R05.XFRA,CA78165J1057,Rupert Resources Ltd,RUP.XTSE/XTSE,XTSE,152427575.7600,Marketstack-Validierung: Symbol/MIC nicht gefunden
R6G.XFRA,US75737F1084,Redfin Corporation,RDFN/XNAS,XNAS,826880986.7200,Marketstack-Validierung: Symbol/MIC nicht gefunden
R7X2.XFRA,ID1000074008,HM SAMPOERNA TBK PT,R7X2.XFRA/XFRA,XFRA,10668.0000,Marketstack-Validierung: Name passt nicht (Mandalay Resources Corporation)
R9XN.XFRA,GB00BYSX2795,"XTRACT RES PLC LS -,0002",R9XN.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Xtract Resources Plc)
RAP.XFRA,FI0009007355,RAPALA VMC,RAP1V.XHEL/XHEL,XHEL,101913.1400,Marketstack-Validierung: Symbol/MIC nicht gefunden
RAUA.XFRA,FI0009004741,RAUTE OY A EO 2,RAUA.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Raute Oyj)
RAZB.XFRA,SE0000111940,"RATOS B FRIA SK 2,083",RAZB.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (Ratos AB)
RCVR.XFRA,LU2380749676,SMG HOSPITALITY SE,RCVR.XFRA/XFRA,XFRA,0.0000,Marketstack-Validierung: Name passt nicht (SMG European Recovery SPAC SE)
RGB.XFRA,DE0008009564,Regenbogen AG,RGB.XSTU/XSTU,XSTU,120.0000,Marketstack-Validierung: Symbol/MIC nicht gefunden
RHN.XFRA,GB0031775819,Enwell Energy plc,ENW.XLON/XLON,XLON,18210200.0250,Marketstack-Validierung: Symbol/MIC nicht gefunden
